Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affected services),Custom field (Allocation),Custom field (App Version),Custom field (Approvals),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Category),Custom field (Category),Custom field (Countermeasure),Custom field (Custom1),Custom field (Date),Custom field (Defect Group),Custom field (Department_whom ),Custom field (Design),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Failure location),Custom field (Gating Stage),Custom field (Issue color),Custom field (Location),Custom field (Locked forms),Custom field (Model),Custom field (Open forms),Custom field (Opportunity value),Custom field (Parts number),Custom field (Progress),Custom field (QE),Custom field (RD Analysis),Custom field (Rank),Custom field (Recovery Method),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Resolve Date),Custom field (Resolver),Custom field (Rework Request form),Satisfaction rating,Custom field (Satisfaction date),Custom field (Serial Number),Custom field (Severity),Custom field (Software Version),Custom field (Stage),Custom field (Start date),Custom field (Status),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (VendorCR),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (responsible),Custom field (uuid),Comment,Comment,Comment,Comment,Status Category,Status Category Changed
[XG32WCMS]Sniper /Night Vision功能打開後，Rese時會跳出兩次提示訊息。,MONMTK-664,124185,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,04/Mar/24 11:51 AM,14/Mar/24 9:18 AM,20/Mar/24 6:10 PM,12/Mar/24 11:40 PM,XG32WCMS,,0,,"Phenomenon:

        Sniper /Night Vision功能打開後，Rese時會跳出兩次提示訊息。

Setup:
        FW:011

Procedures:
        [Step1]打開OSD選單，Gaming->Game Plus->Sniper->1.2x~2.0x
        [Step2]打開OSD選單，System Setup->All Reset->Yes
        或
        [Step1]打開OSD選單，Gaming->Game Plus->Sniper Night Vision->1.2x~2.0x
        [Step2]打開OSD選單，System Setup->All Reset->Yes        

Expected Result: 
        提示訊息應該只有一次。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@23598104,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bz1j:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-306,,2024-03-12 15:40:38.455,1_*:*_1_*:*_733719116_*|*_5_*:*_1_*:*_0,,,12/Mar/24 11:40 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;MCE013,,,,Done,12/Mar/24 11:40 PM
[XG32WCMS]移除HDMI Source時，畫面顯示藍屏，與DP或Type C不同。,MONMTK-663,124184,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,04/Mar/24 11:02 AM,14/Mar/24 9:18 AM,20/Mar/24 6:10 PM,12/Mar/24 11:28 PM,XG32WCMS,,0,,"Phenomenon:

        移除HDMI Source時，畫面顯示藍屏，與DP或Type C不同。

Setup:

        FW:011
        HDMI連RX6900,分辨率2560*1440@280hz
Procedures:
        [Step1]移除HDMI Source，畫面藍屏。

Expected Result: 

         移除HDMI Source時，應該與DP或Type C相同黑屏

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@addf603,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bz1b:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-03-12 15:28:38.716,1_*:*_1_*:*_629115_*|*_4_*:*_1_*:*_560465062_*|*_5_*:*_2_*:*_174869661,,,"06/Mar/24 11:48 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE012版本測試時。
移除HDMI Source，畫面藍屏",12/Mar/24 11:28 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;please check with MCE013,,,Done,12/Mar/24 11:28 PM
[XG32WCMS] DP source，Chroma 2238 QHD@240/280Hz，無法顯示出畫,MONMTK-662,124183,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,A,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,04/Mar/24 10:58 AM,13/Mar/24 7:45 PM,20/Mar/24 6:10 PM,13/Mar/24 7:44 PM,XG32WCMS,,0,Critical,"現象：DP source，Chroma 2238 QHD@240/280Hz，無法顯示出畫

手法：
    1. 操作Chroma 2238，對DP輸出QHD@240/280Hz，無法顯示，No Signal

備註：
    1. 使用過去公版code，Chroma 2238，對DP輸出QHD@240/280Hz可以正常顯示
    2. 比對Panel參數是相同的",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@315a612d,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bz13:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,,,,1_*:*_1_*:*_736175362_*|*_4_*:*_1_*:*_70655488_*|*_5_*:*_2_*:*_2348778,,,"12/Mar/24 11:28 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;有對策，待驗證
",13/Mar/24 12:07 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;需要確認是否為Chroma2238 DSC問題,,,Done,13/Mar/24 7:44 PM
[XG32WCMS]自動切換Soruce時，先進入待機狀態(LED橘燈)後，才切換到新的Source。,MONMTK-661,124182,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,stan_chang,61825a23702bd0006a50d648,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,04/Mar/24 10:53 AM,20/Mar/24 1:32 PM,20/Mar/24 6:10 PM,20/Mar/24 1:32 PM,XG32WCMS,,0,,"Phenomenon:

        自動切換Soruce時，先進入待機狀態(LED橘燈)後，才切換到新的Source。

Setup:
        FW:011

        HDMI連RX6900,分辨率2560*1440@280hz
        DP連RTX3070，分辨率2560*1440@120hz
  Procedures:
        [Step1]移除HDMI Source，觀察狀態燈LED(白->橘->白)。


Expected Result: 
         橘色燈號代表進入待機狀態，切換Source不應該經過待機。 

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,04/Mar/24 10:51 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;LED狀態燈變化.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/109586,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@68e03607,,,Software,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0bz0v:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-326,,,1_*:*_1_*:*_1391957663_*|*_5_*:*_1_*:*_0,,,20/Mar/24 1:32 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;靶機上也是如此動作(先變橙燈在變白燈)，判定為正常行為。,,,,Done,20/Mar/24 1:32 PM
[XG32WCMS]OSD選單，左右切換到Bar功能時，Bar條的左右兩側偶爾隨機出現橫條。,MONMTK-660,124178,Bug,Resolved,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,04/Mar/24 10:20 AM,19/Mar/24 8:10 PM,20/Mar/24 6:10 PM,19/Mar/24 3:34 PM,XG32WCMS,,0,,"Phenomenon:

        OSD選單，左右切換到Bar功能時，Bar條的左右兩側偶爾隨機出現橫條。

Setup:

        FW:MCE011

Procedures:
        [Step1]打開OSD選單，Color->Saturation->右鍵
        [Step2]右鍵->左鍵->右鍵->左鍵(反覆循環著按有機率出現)

Expected Result: 

        正常情況Bar條的左右兩側沒有橫線產生。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,04/Mar/24 10:20 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;Bar條的左右兩側橫紋影片.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/109582,04/Mar/24 10:20 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;Bar條的左右兩側橫紋截圖.png;https://amtran.atlassian.net/rest/api/3/attachment/content/109583,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10e1f0ef,,,Software,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0byzz:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-303,,,1_*:*_1_*:*_1314831977_*|*_5_*:*_1_*:*_0,,,19/Mar/24 7:22 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;0319測試OK,,,,Done,19/Mar/24 3:34 PM
[XG32WCMS] 菜单内切换部分语言确认时，上一列的菜单开关按钮有紅色框框,MONMTK-659,124169,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,03/Mar/24 12:25 AM,11/Mar/24 9:25 PM,20/Mar/24 6:10 PM,11/Mar/24 9:25 PM,XG32WCMS,,0,,"現象：菜单内切换部分语言确认时，上一列的菜单开关按钮有紅色框框

手法：
    1. 部分語言切換，例如德語、西班牙、義大利
    2. 上一列的菜单开关按钮有紅色框框，如影片 ",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,03/Mar/24 12:25 AM;jason.huang;001a07fbaf2e4c7275e8d05f895faa60.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/109570,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b0f4f02,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0byxz:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-320,,2024-03-05 08:32:38.954,1_*:*_1_*:*_766836640_*|*_5_*:*_1_*:*_0,,,05/Mar/24 4:32 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE012版本複驗後問題依然存在。,11/Mar/24 9:25 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE013已解決,,,Done,11/Mar/24 9:25 PM
[XG32WCMS] 菜单电源设置切换到省电模式，调节切换语言时Power Indicator的开关图标丢失,MONMTK-658,124168,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,03/Mar/24 12:22 AM,11/Mar/24 9:25 PM,20/Mar/24 6:10 PM,11/Mar/24 9:25 PM,XG32WCMS,,0,,"現象：菜单电源设置切换到省电模式，调节切换语言时Power Indicator的开关图标丢失

手法：
    1. 將語言從英文設定到法文
    2. 發現上一層的Power Indicator的开关图标丢失，如影片 ",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,03/Mar/24 12:22 AM;jason.huang;b632543484c3adf7d19a7201221743b4.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/109569,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34f6a7fb,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0byxr:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-321	,,2024-03-11 13:25:26.31,1_*:*_1_*:*_766980338_*|*_5_*:*_1_*:*_0,,,11/Mar/24 9:25 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE013已解決,,,,Done,11/Mar/24 9:25 PM
[XG32WCMS] 语言调节到Bahasa Indonesia(印度尼西亚语)，System Setup字体显示超出,MONMTK-657,124167,Bug,Open,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,,stan_chang,61825a23702bd0006a50d648,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,03/Mar/24 12:19 AM,18/Mar/24 10:36 AM,20/Mar/24 6:10 PM,,XG32WCMS,,0,,"現象：

手法：
    1. 將語言設定Bahasa Indonesia
    2. System Setup字体显示超出，如圖",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,03/Mar/24 12:19 AM;jason.huang;6cc0dfd8fd1b6fcc68f482e57f05cc6.png;https://amtran.atlassian.net/rest/api/3/attachment/content/109568,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@13031467,,,,,,,,,,,,,,,,PMP,,,,,,,,,,,0|i0byxj:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-322,,2024-03-18 02:36:39.937,,,,18/Mar/24 10:36 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;印尼文部分與客人討論過，如果超出範圍改寫英文,,,,To Do,03/Mar/24 12:19 AM
[OSD] 菜单语言切换到Tiếng Việt时，System Setup列显示超出菜单(如图）,MONMTK-656,124166,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Duplicate,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,03/Mar/24 12:17 AM,03/Mar/24 12:28 AM,20/Mar/24 6:10 PM,03/Mar/24 12:28 AM,XG32WCMS,,0,,"現象：菜单语言切换到Tiếng Việt时，System Setup列显示超出菜单（如图）

手法：
    1. 將語言切換至Tiếng Việt
    2. System Setup列显示超出菜单（如图）

 ",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,03/Mar/24 12:17 AM;jason.huang;261e430b4573f24ee5bd60b096e9c7c.png;https://amtran.atlassian.net/rest/api/3/attachment/content/109567,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@43ed9a97,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0byxb:,Cannot recover even try any methods,,,,,,,,,,,,PVT,,,,,,,,,,,,,1_*:*_1_*:*_706061_*|*_5_*:*_1_*:*_0,,,03/Mar/24 12:28 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;重複了，關閉,,,,Done,03/Mar/24 12:28 AM
[XG32WCMS]HDR打開後，Brightness Adjustable，各種模式下調節亮度沒反應。,MONMTK-655,124151,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Mar/24 6:11 PM,12/Mar/24 9:32 AM,20/Mar/24 6:10 PM,07/Mar/24 5:47 PM,XG32WCMS,,0,,"Phenomenon:
        HDR打開後，Brightness Adjustable，各種模式下調節亮度沒反應。

Setup:

        FW:MCE011
Procedures: 
        [Step1]電腦設定打開HDR。
        [Step2]打開OSD選單，Image->Brightness ->調整上或下
Expected Result: 
        調節亮度應該有變化。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,01/Mar/24 6:11 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;HDR調節亮度沒反應.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/109547,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e99c7be,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bytz:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-03-07 09:47:04.863,1_*:*_1_*:*_516933117_*|*_5_*:*_1_*:*_0,,,07/Mar/24 5:47 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;MCE012 ,,,,Done,07/Mar/24 5:47 PM
[XG32WCMS]Customized Setting - Setting 1-2選擇Save或Load 功能之後，OSD選單返回ASUS Display Widget Center時，QR Code下方出現亂碼。,MONMTK-654,124150,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Mar/24 5:31 PM,11/Mar/24 9:24 PM,20/Mar/24 6:10 PM,11/Mar/24 9:24 PM,XG32WCMS,,0,,"Phenomenon:
        Customized Setting -> Setting 1 or 2選擇Save或Load 功能之後，OSD選單返回ASUS Display Widget   
        Center 時，QR Code下方出現亂碼。

Setup:

        FW:MCE011
Procedures: 
       [Step1]打開OSD選單，Gaming->ASUS Display Widget Center(確認QR Code初始正常)
       [Step2]打開OSD選單，My Favorite-> Customized Setting -> Setting 1 or 2->Save or Load
       [Step3]打開OSD選單，Gaming->ASUS Display Widget Center(QR Code下方顯示亂碼) 


Expected Result: 
QR Code下方出現不該有亂碼。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,01/Mar/24 5:31 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;OSD選單存檔讀檔影響QR Code.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/109545,01/Mar/24 5:31 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;QR Code 亂碼.jpg;https://amtran.atlassian.net/rest/api/3/attachment/content/109546,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2edf04b2,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bytr:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,https://amtran.atlassian.net/browse/XG32WCMS63-315,,,1_*:*_1_*:*_877974693_*|*_5_*:*_1_*:*_0,,,11/Mar/24 9:24 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;MCE013已解決,,,,Done,11/Mar/24 9:24 PM
"[XG32WCMS]Sniper /Night Vision功能打開後, 上鍵 下鍵 左鍵 右鍵，都變成顯示OSD選單。",MONMTK-653,124147,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Mar/24 4:41 PM,14/Mar/24 9:19 AM,20/Mar/24 6:10 PM,12/Mar/24 11:27 PM,XG32WCMS,,0,,"Phenomenon:
        Sniper /Night Vision功能打開後, 上鍵 下鍵 左鍵 右鍵，都變成顯示OSD選單。

Setup:

        FW:MCE011
Procedures: 
        [Step1]打開OSD選單，Gaming->Game Plus->Sniper
        [Step2]上鍵，下鍵，左鍵，右鍵都變成OSD選單(左鍵 叫出的OSD選單有機率閃退)
Expected Result: 
        上鍵，下鍵，左鍵，右鍵不該變成OSD選單，應該維持原設定。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,01/Mar/24 4:40 PM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;上鍵，下鍵，左鍵，右鍵都變成OSD選單.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/109540,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@330ce99a,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0byt3:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-03-12 15:27:52.637,1_*:*_1_*:*_974800919_*|*_5_*:*_1_*:*_0,,,12/Mar/24 11:27 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;please check with MCE013,,,,Done,12/Mar/24 11:27 PM
[XG32WCMS]简体与繁體語言之下，色溫->使用者模式->光標調整到 “紅 綠 藍”時，字體會變成不完整,MONMTK-652,124123,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Mar/24 11:47 AM,11/Mar/24 9:54 PM,20/Mar/24 6:10 PM,11/Mar/24 9:54 PM,XG32WCMS,,0,,"Phenomenon:
        简体与繁體語言之下，色溫->使用者模式->光標調整到 “紅 綠 藍”時，字體會變成不完整。

Setup:

        FW:MCE009
Procedures: 
        [Step1]打開OSD選單，System Setup->Language->繁體中文 or 簡體中文
        [Step1]打開OSD選單，色溫->使用者模式->紅->綠->藍
Expected Result: 
        字體比需保持完整。

*Reproduce rate: 100",,Bruce Wu,,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,,,,,,,,,,,01/Mar/24 11:47 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;紅綠藍不完整字體.png;https://amtran.atlassian.net/rest/api/3/attachment/content/109507,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@685ef61e,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bynr:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,XG32WCMS63-300,,,1_*:*_1_*:*_900420428_*|*_5_*:*_1_*:*_0,,,,,,,Done,11/Mar/24 9:54 PM
[XG32WCMS]OSD選單MyFavorite→Shortcut→Variable OD選項與OSDtree不符，OSDtree没有Variable OD此項目。,MONMTK-651,124121,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Won't Fix,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,01/Mar/24 11:14 AM,12/Mar/24 9:32 AM,20/Mar/24 6:10 PM,08/Mar/24 10:45 AM,XG32WCMS,,0,,"Phenomenon:
        OSD選單MyFavorite→Shortcut→Variable OD選項與OSDtree不符，OSDtree沒有Variable OD此項目。

Setup:

        FW:MCE009
Procedures: 
        [Step1]打開OSD選單，MyFavorite->Shortcut->Variable OD(比對OSDtree中沒有此項目)
Expected Result: 
        需移除OSD選單中MyFavorite→Shortcut→Variable OD此項目，因為OSDtree中沒有Variable OD此項目如附件。

*Reproduce rate: 100",,Bruce Wu,Jason Huang,,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,01/Mar/24 11:14 AM;712020:02ee8d9f-605c-438f-99c5-a422556eb07d;多出的快捷選項.png;https://amtran.atlassian.net/rest/api/3/attachment/content/109505,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@c0f509a,,,Software,,,,,,,,,,,,,,,,,,,,,,,,0|i0bynb:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,2024-03-08 02:45:24.18,1_*:*_1_*:*_603063425_*|*_5_*:*_1_*:*_0,,,08/Mar/24 10:45 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;客戶說需要增加此項目，後續更新Spec,,,,Done,08/Mar/24 10:45 AM
